brand,model,field
trek,Fuel EXe 5,weight_lb
trek,Fuel EXe 8 GX AXS T-Type,display_type
trek,Fuel EXe 8 GX AXS T-Type,max_load_lb
trek,Fuel EXe 8 GX AXS T-Type,max_speed_mph
trek,Fuel EXe 8 GX AXS T-Type,motor_w
trek,Fuel EXe 8 GX AXS T-Type,range_mi
trek,Fuel EXe 8 GX AXS T-Type,warranty_years
trek,Fuel EXe 8 GX AXS T-Type,weight_lb
trek,Fuel+ EX 5 Gen 2,max_load_lb
trek,Fuel+ EX 5 Gen 2,range_mi
trek,Fuel+ EX 5 Gen 2,warranty_years
trek,Fuel+ EX 8 Gen 2,max_load_lb
trek,Fuel+ EX 8 Gen 2,range_mi
trek,Fuel+ EX 8 Gen 2,warranty_years
trek,Fuel+ EX 9.7 Gen 2,max_load_lb
trek,Fuel+ EX 9.7 Gen 2,range_mi
trek,Fuel+ EX 9.7 Gen 2,warranty_years
trek,Fuel+ EX 9.8 Eagle 90 Gen 2,frame_size_rider_range
trek,Fuel+ EX 9.8 Eagle 90 Gen 2,max_load_lb
trek,Fuel+ EX 9.8 Eagle 90 Gen 2,range_mi
trek,Fuel+ EX 9.8 Eagle 90 Gen 2,warranty_years
trek,Fuel+ EX 9.8 XT Di2 Gen 2,frame_size_rider_range
trek,Fuel+ EX 9.8 XT Di2 Gen 2,max_load_lb
trek,Fuel+ EX 9.8 XT Di2 Gen 2,range_mi
trek,Fuel+ EX 9.8 XT Di2 Gen 2,warranty_years
trek,Fuel+ EX 9.8 XT Gen 2,frame_size_rider_range
trek,Fuel+ EX 9.8 XT Gen 2,max_load_lb
trek,Fuel+ EX 9.8 XT Gen 2,range_mi
trek,Fuel+ EX 9.8 XT Gen 2,warranty_years
trek,Fuel+ EX 9.9 X0 AXS Gen 2,frame_size_rider_range
trek,Fuel+ EX 9.9 X0 AXS Gen 2,max_load_lb
trek,Fuel+ EX 9.9 X0 AXS Gen 2,range_mi
trek,Fuel+ EX 9.9 X0 AXS Gen 2,warranty_years
trek,Fuel+ LX 9.8 Eagle 90 Gen 2,frame_size_rider_range
trek,Fuel+ LX 9.8 Eagle 90 Gen 2,max_load_lb
trek,Fuel+ LX 9.8 Eagle 90 Gen 2,range_mi
trek,Fuel+ LX 9.8 Eagle 90 Gen 2,warranty_years
trek,Fuel+ LX 9.8 XT Di2 Gen 2,frame_size_rider_range
trek,Fuel+ LX 9.8 XT Di2 Gen 2,max_load_lb
trek,Fuel+ LX 9.8 XT Di2 Gen 2,range_mi
trek,Fuel+ LX 9.8 XT Di2 Gen 2,warranty_years
trek,Fuel+ LX 9.8 XT Gen 2,frame_size_rider_range
trek,Fuel+ LX 9.8 XT Gen 2,max_load_lb
trek,Fuel+ LX 9.8 XT Gen 2,range_mi
trek,Fuel+ LX 9.8 XT Gen 2,warranty_years
trek,Fuel+ LX 9.9 X0 AXS Gen 2,frame_size_rider_range
trek,Fuel+ LX 9.9 X0 AXS Gen 2,max_load_lb
trek,Fuel+ LX 9.9 X0 AXS Gen 2,range_mi
trek,Fuel+ LX 9.9 X0 AXS Gen 2,warranty_years
trek,Fuel+ MX 9.8 Eagle 90 Gen 2,frame_size_rider_range
trek,Fuel+ MX 9.8 Eagle 90 Gen 2,max_load_lb
trek,Fuel+ MX 9.8 Eagle 90 Gen 2,range_mi
trek,Fuel+ MX 9.8 Eagle 90 Gen 2,warranty_years
trek,Fuel+ MX 9.8 XT Di2 Gen 2,frame_size_rider_range
trek,Fuel+ MX 9.8 XT Di2 Gen 2,max_load_lb
trek,Fuel+ MX 9.8 XT Di2 Gen 2,range_mi
trek,Fuel+ MX 9.8 XT Di2 Gen 2,warranty_years
trek,Fuel+ MX 9.8 XT Gen 2,frame_size_rider_range
trek,Fuel+ MX 9.8 XT Gen 2,max_load_lb
trek,Fuel+ MX 9.8 XT Gen 2,range_mi
trek,Fuel+ MX 9.8 XT Gen 2,warranty_years
trek,Fuel+ MX 9.9 X0 AXS Gen 2,frame_size_rider_range
trek,Fuel+ MX 9.9 X0 AXS Gen 2,max_load_lb
trek,Fuel+ MX 9.9 X0 AXS Gen 2,range_mi
trek,Fuel+ MX 9.9 X0 AXS Gen 2,warranty_years
trek,Loft Go! 7D EQ Step-Thru,max_load_lb
trek,Loft Go! 7D EQ Step-Thru,warranty_years
trek,Marlin+ 6,max_load_lb
trek,Marlin+ 6,range_mi
trek,Marlin+ 6,warranty_years
trek,Marlin+ 8,max_load_lb
trek,Marlin+ 8,range_mi
trek,Marlin+ 8,warranty_years
trek,Ponto Go!,max_load_lb
trek,Ponto Go!,warranty_years
trek,Ponto Go! S,max_load_lb
trek,Ponto Go! S,warranty_years
trek,Powerfly FS+ 4 Gen 4,frame_material
trek,Powerfly FS+ 4 Gen 4,max_load_lb
trek,Powerfly FS+ 4 Gen 4,range_mi
trek,Powerfly FS+ 4 Gen 4,warranty_years
trek,Rail+ 5 Gen 5,max_load_lb
trek,Rail+ 5 Gen 5,range_mi
trek,Rail+ 5 Gen 5,warranty_years
trek,Rail+ 8 Gen 5,max_load_lb
trek,Rail+ 8 Gen 5,range_mi
trek,Rail+ 8 Gen 5,warranty_years
trek,Rail+ 9.7 Gen 5,max_load_lb
trek,Rail+ 9.7 Gen 5,range_mi
trek,Rail+ 9.7 Gen 5,warranty_years
trek,Rail+ 9.8 GX AXS T-Type Gen 5,max_load_lb
trek,Rail+ 9.8 GX AXS T-Type Gen 5,range_mi
trek,Rail+ 9.8 GX AXS T-Type Gen 5,warranty_years
trek,Rail+ 9.9 X0 AXS T-Type Gen 5,max_load_lb
trek,Rail+ 9.9 X0 AXS T-Type Gen 5,range_mi
trek,Rail+ 9.9 X0 AXS T-Type Gen 5,warranty_years
trek,Slash+ 9.7,max_load_lb
trek,Slash+ 9.7,range_mi
trek,Slash+ 9.7,warranty_years
trek,Slash+ 9.9,max_load_lb
trek,Slash+ 9.9,range_mi
trek,Slash+ 9.9,warranty_years
trek,Townie Go!,max_load_lb
trek,Townie Go!,warranty_years
trek,Townie Go! 7D EQ Step-Over,max_load_lb
trek,Townie Go! 7D EQ Step-Over,warranty_years
trek,Townie Go! 7D EQ Step-Thru,max_load_lb
trek,Townie Go! 7D EQ Step-Thru,warranty_years
trek,Townie Go! S,max_load_lb
trek,Townie Go! S,warranty_years
trek,Vale Go! 9D EQ,battery_wh
trek,Vale Go! 9D EQ,max_load_lb
trek,Vale Go! 9D EQ,warranty_years
trek,Verve+ 1 Lowstep LT,max_load_lb
trek,Verve+ 1 Lowstep LT,warranty_years
trek,Verve+ 2 Lowstep Gen 3,max_load_lb
trek,Verve+ 2 Lowstep Gen 3,warranty_years
trek,Verve+ 3 Gen 3,max_load_lb
trek,Verve+ 3 Gen 3,warranty_years
trek,Verve+ 3 Lowstep Gen 3,max_load_lb
trek,Verve+ 3 Lowstep Gen 3,warranty_years
trek,Verve+ 4S Gen 3,max_load_lb
trek,Verve+ 4S Gen 3,warranty_years
trek,Verve+ 4S Lowstep Gen 3,max_load_lb
trek,Verve+ 4S Lowstep Gen 3,warranty_years
urtopia,Carbon 1 Step-Thru E-Bike,suspension
urtopia,Carbon Classic E-Bike,suspension
urtopia,Carbon Classic Step-Thru E-Bike,suspension
urtopia,Carbon Fold 1 E-Bike,suspension
urtopia,Carbon Fold 2 E-Bike,suspension
urtopia,Carbon Fold Step-Thru E-Bike,suspension
urtopia,Carbon Fusion GT E-Bike,suspension
urtopia,Carbon Joy Ultra E-Bike,suspension
vanpowers,UrbanCross-Pro,max_load_lb
vanpowers,UrbanCross-Ultra,max_load_lb
vanpowers,UrbanGlide-Pro,frame_material
vanpowers,UrbanGlide-Standard,frame_material
vanpowers,UrbanGlide-Ultra,frame_material
velowave,Ranger 2.0 Fat Tire All-Terrain Electric Bike,rack_load_lb
velowave,Ranger 2.0 Fat Tire All-Terrain Electric Bike,sensor_type
velowave,Ranger 3.0 Fat Tire All-Terrain Electric Bike,rack_load_lb
velowave,Ranger Step-Thru 2.0 Electric Bike,rack_load_lb
velowave,Swift M Mid-Drive Electric Bike,rack_load_lb
vvolt,Alpha 2.1,cell_brand
vvolt,Alpha 2.1,display_type
vvolt,Alpha 2.1,frame_material
vvolt,Alpha 2.1,max_load_lb
vvolt,Alpha 2.1,sensor_type
vvolt,Alpha 2.1,suspension
vvolt,Alpha II,battery_wh
vvolt,Alpha II,cell_brand
vvolt,Alpha II,display_type
vvolt,Alpha II,frame_material
vvolt,Alpha II,max_load_lb
vvolt,Alpha II,sensor_type
vvolt,Alpha II,suspension
vvolt,Centauri II,cell_brand
vvolt,Centauri II,display_type
vvolt,Centauri II,frame_material
vvolt,Centauri II,max_load_lb
vvolt,Centauri SE,cell_brand
vvolt,Centauri SE,frame_material
vvolt,Centauri SE,max_load_lb
vvolt,Centauri SE,suspension
wallke,"2026 WALLKE H7 Ultra Step-Thru | 4000W Off-Grid Power Station E-Bike with Torque Sensor, 37mph Speed",drivetrain_type
wallke,"2026 WALLKE H9 Ultra Folding | Off-Grid Power Station E-Bike with Torque Sensor, 37mph Speed, 55/77Ah Battery Options",drivetrain_type
wallke,"2026 WALLKE H9 Ultra Folding | Off-Grid Power Station E-Bike with Torque Sensor, 37mph Speed, 55/77Ah Battery Options — 77Ah",drivetrain_type
wallke,2026 WALLKE Ultra Series | Off-grid Power Station E-Bike — 55Ah · Step-Over,weight_lb
wallke,2026 WALLKE Ultra Series | Off-grid Power Station E-Bike — 55Ah · Step-Thru,weight_lb
wallke,2026 WALLKE Ultra Series | Off-grid Power Station E-Bike — 77Ah,weight_lb
wallke,2026 Wallke H7 AWD Step-Thru | 3200W Ebike 40Ah Battery,sensor_type
wallke,2026 Wallke H7 AWD Step-Thru | 3200W Ebike 40Ah Battery — 60Ah,sensor_type
wallke,2026 Wallke H9 AWD | 3200W Folding Ebike 40Ah Battery,sensor_type
wallke,2026 Wallke H9 AWD | 3200W Folding Ebike 40Ah Battery — 60Ah,sensor_type
wallke,2026 Wallke H9 AWD | 3200W Folding Ebike 40Ah Battery — 62Ah,sensor_type
wallke,2026 Wallke H9 AWD | 3200W Folding Ebike 40Ah Battery — 82Ah,sensor_type
wallke,WALLKE Titan X1 Carbon Fiber Frame | 3800W Cruiser Ebike,sensor_type
wired,WIRED Raven,fit_height_min_in
wired,WIRED Raven,frame_size_rider_range
wired,WIRED Raven,max_load_lb
